,Path,Arousal,Valence,Transcript
798,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/enter4.sph,High,Positive,enter
799,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/enter5.sph,High,Positive,enter
800,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/enter6.sph,High,Positive,enter
801,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/fifty1.sph,High,Positive,fifty
802,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/fifty2.sph,High,Positive,fifty
803,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/fifty3.sph,High,Positive,fifty
804,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/fifty4.sph,High,Positive,fifty
805,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/fifty5.sph,High,Positive,fifty
806,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/fifty6.sph,High,Positive,fifty
807,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/fix1.sph,High,Positive,fix
808,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/fix2.sph,High,Positive,fix
809,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/fix3.sph,High,Positive,fix
810,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/fix4.sph,High,Positive,fix
811,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/fix5.sph,High,Positive,fix
812,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/fix6.sph,High,Positive,fix
813,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/freeze1.sph,High,Positive,freeze
814,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/freeze2.sph,High,Positive,freeze
815,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/freeze3.sph,High,Positive,freeze
816,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/freeze4.sph,High,Positive,freeze
817,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/freeze5.sph,High,Positive,freeze
818,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/freeze6.sph,High,Positive,freeze
819,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/freeze7.sph,High,Positive,freeze
820,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/freeze8.sph,High,Positive,freeze
821,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/freeze9.sph,High,Positive,freeze
822,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/gain1.sph,High,Positive,gain
823,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/gain2.sph,High,Positive,gain
824,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/gain3.sph,High,Positive,gain
825,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/gain4.sph,High,Positive,gain
826,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/gain5.sph,High,Positive,gain
827,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/gain6.sph,High,Positive,gain
828,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/go1.sph,High,Positive,go
829,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/go2.sph,High,Positive,go
830,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/go3.sph,High,Positive,go
831,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/go4.sph,High,Positive,go
832,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/go5.sph,High,Positive,go
833,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/go6.sph,High,Positive,go
834,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/hello1.sph,High,Positive,hello
835,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/hello2.sph,High,Positive,hello
836,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/hello3.sph,High,Positive,hello
837,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/hello4.sph,High,Positive,hello
838,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/hello5.sph,High,Positive,hello
839,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/hello6.sph,High,Positive,hello
840,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/hello7.sph,High,Positive,hello
841,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/help1.sph,High,Positive,help
842,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/help2.sph,High,Positive,help
843,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/help3.sph,High,Positive,help
844,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/histog1.sph,High,Positive,histog
845,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/histog2.sph,High,Positive,histog
846,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/histog3.sph,High,Positive,histog
847,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/histog4.sph,High,Positive,histog
848,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/histog5.sph,High,Positive,histog
849,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/histog6.sph,High,Positive,histog
850,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/hot1.sph,High,Positive,hot
851,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/hot2.sph,High,Positive,hot
852,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/hot3.sph,High,Positive,hot
853,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/mark1.sph,High,Positive,mark
854,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/mark2.sph,High,Positive,mark
855,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/mark3.sph,High,Positive,mark
856,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/nav1.sph,High,Positive,nav
857,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/nav2.sph,High,Positive,nav
858,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/nav3.sph,High,Positive,nav
859,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/no1.sph,High,Positive,no
860,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/no2.sph,High,Positive,no
861,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/no3.sph,High,Positive,no
862,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/no4.sph,High,Positive,no
863,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/no5.sph,High,Positive,no
864,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/no6.sph,High,Positive,no
865,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/oh1.sph,High,Positive,oh
866,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/oh2.sph,High,Positive,oh
867,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/oh3.sph,High,Positive,oh
868,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/oh4.sph,High,Positive,oh
869,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/oh5.sph,High,Positive,oh
870,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/oh6.sph,High,Positive,oh
871,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/on1.sph,High,Positive,on
872,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/on2.sph,High,Positive,on
873,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/on3.sph,High,Positive,on
874,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/on4.sph,High,Positive,on
875,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/on5.sph,High,Positive,on
876,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/on6.sph,High,Positive,on
877,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/out1.sph,High,Positive,out
878,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/out2.sph,High,Positive,out
879,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/out3.sph,High,Positive,out
880,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/point1.sph,High,Positive,point
881,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/point2.sph,High,Positive,point
882,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/point3.sph,High,Positive,point
883,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/point4.sph,High,Positive,point
884,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/point5.sph,High,Positive,point
885,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/point6.sph,High,Positive,point
886,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/six1.sph,High,Positive,six
887,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/six2.sph,High,Positive,six
888,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/six3.sph,High,Positive,six
889,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/south1.sph,High,Positive,south
890,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/south2.sph,High,Positive,south
891,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/south3.sph,High,Positive,south
892,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/stand1.sph,High,Positive,stand
893,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/stand2.sph,High,Positive,stand
894,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/stand3.sph,High,Positive,stand
895,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/steer1.sph,High,Positive,steer
896,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/steer2.sph,High,Positive,steer
897,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/steer3.sph,High,Positive,steer
898,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/steer4.sph,High,Positive,steer
899,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/steer5.sph,High,Positive,steer
900,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/steer6.sph,High,Positive,steer
901,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/strafe1.sph,High,Positive,strafe
902,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/strafe2.sph,High,Positive,strafe
903,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/strafe3.sph,High,Positive,strafe
904,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/strafe4.sph,High,Positive,strafe
905,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/strafe5.sph,High,Positive,strafe
906,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/strafe6.sph,High,Positive,strafe
907,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/ten1.sph,High,Positive,ten
908,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/ten2.sph,High,Positive,ten
909,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/ten3.sph,High,Positive,ten
910,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/ten4.sph,High,Positive,ten
911,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/ten5.sph,High,Positive,ten
912,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/ten6.sph,High,Positive,ten
913,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/thirty1.sph,High,Positive,thirty
914,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/thirty2.sph,High,Positive,thirty
915,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/thirty3.sph,High,Positive,thirty
916,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/thirty4.sph,High,Positive,thirty
917,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/thirty5.sph,High,Positive,thirty
918,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/thirty6.sph,High,Positive,thirty
919,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/three1.sph,High,Positive,three
920,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/three2.sph,High,Positive,three
921,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/three3.sph,High,Positive,three
922,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/three4.sph,High,Positive,three
923,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/three5.sph,High,Positive,three
924,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/three6.sph,High,Positive,three
925,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/white1.sph,High,Positive,white
926,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/white2.sph,High,Positive,white
927,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/white3.sph,High,Positive,white
928,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/white4.sph,High,Positive,white
929,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/white5.sph,High,Positive,white
930,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/white6.sph,High,Positive,white
931,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/wide1.sph,High,Positive,wide
932,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/wide2.sph,High,Positive,wide
933,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/wide3.sph,High,Positive,wide
934,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/wide4.sph,High,Positive,wide
935,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/wide5.sph,High,Positive,wide
936,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/wide6.sph,High,Positive,wide
937,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/zero2.sph,High,Positive,zero
938,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/zero3.sph,High,Positive,zero
939,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/zero4.sph,High,Positive,zero
940,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/zero5.sph,High,Positive,zero
941,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/zero6.sph,High,Positive,zero
942,/project/graziul/data/corpora/susas/speech/actual/roller/f2/medst/zero7.sph,High,Positive,zero
943,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neut_oov_all/silence1.sph,Low,Positive,silence
944,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/break1.sph,Low,Positive,break
945,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/break2.sph,Low,Positive,break
946,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/break3.sph,Low,Positive,break
947,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/change1.sph,Low,Positive,change
948,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/change2.sph,Low,Positive,change
949,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/change3.sph,Low,Positive,change
950,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/degree1.sph,Low,Positive,degree
951,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/degree2.sph,Low,Positive,degree
952,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/degree3.sph,Low,Positive,degree
953,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/destin1.sph,Low,Positive,destin
954,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/destin2.sph,Low,Positive,destin
955,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/destin3.sph,Low,Positive,destin
956,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/east1.sph,Low,Positive,east
957,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/east2.sph,Low,Positive,east
958,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/east3.sph,Low,Positive,east
959,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/eight1.sph,Low,Positive,eight
960,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/eight2.sph,Low,Positive,eight
961,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/eight3.sph,Low,Positive,eight
962,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/eighty1.sph,Low,Positive,eighty
963,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/eighty2.sph,Low,Positive,eighty
964,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/eighty3.sph,Low,Positive,eighty
965,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/enter1.sph,Low,Positive,enter
966,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/enter2.sph,Low,Positive,enter
967,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/enter3.sph,Low,Positive,enter
968,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/fifty1.sph,Low,Positive,fifty
969,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/fifty2.sph,Low,Positive,fifty
970,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/fifty3.sph,Low,Positive,fifty
971,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/fix1.sph,Low,Positive,fix
972,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/fix2.sph,Low,Positive,fix
973,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/fix3.sph,Low,Positive,fix
974,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/freeze1.sph,Low,Positive,freeze
975,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/freeze2.sph,Low,Positive,freeze
976,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/freeze3.sph,Low,Positive,freeze
977,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/gain1.sph,Low,Positive,gain
978,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/gain2.sph,Low,Positive,gain
979,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/gain3.sph,Low,Positive,gain
980,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/go1.sph,Low,Positive,go
981,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/go2.sph,Low,Positive,go
982,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/go3.sph,Low,Positive,go
983,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/hello1.sph,Low,Positive,hello
984,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/hello2.sph,Low,Positive,hello
985,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/hello3.sph,Low,Positive,hello
986,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/help1.sph,Low,Positive,help
987,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/help2.sph,Low,Positive,help
988,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/help3.sph,Low,Positive,help
989,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/histog1.sph,Low,Positive,histog
990,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/histog2.sph,Low,Positive,histog
991,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/histog3.sph,Low,Positive,histog
992,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/hot1.sph,Low,Positive,hot
993,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/hot2.sph,Low,Positive,hot
994,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/hot3.sph,Low,Positive,hot
995,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/mark1.sph,Low,Positive,mark
996,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/mark2.sph,Low,Positive,mark
997,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/mark3.sph,Low,Positive,mark
998,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/nav1.sph,Low,Positive,nav
999,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/nav2.sph,Low,Positive,nav
1000,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/nav3.sph,Low,Positive,nav
1001,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/nav4.sph,Low,Positive,nav
1002,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/nav5.sph,Low,Positive,nav
1003,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/no1.sph,Low,Positive,no
1004,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/no2.sph,Low,Positive,no
1005,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/no3.sph,Low,Positive,no
1006,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/oh1.sph,Low,Positive,oh
1007,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/oh2.sph,Low,Positive,oh
1008,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/oh3.sph,Low,Positive,oh
1009,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/on1.sph,Low,Positive,on
1010,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/on2.sph,Low,Positive,on
1011,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/on3.sph,Low,Positive,on
1012,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/out1.sph,Low,Positive,out
1013,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/out2.sph,Low,Positive,out
1014,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/out3.sph,Low,Positive,out
1015,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/point1.sph,Low,Positive,point
1016,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/point2.sph,Low,Positive,point
1017,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/point3.sph,Low,Positive,point
1018,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/six1.sph,Low,Positive,six
1019,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/six2.sph,Low,Positive,six
1020,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/six3.sph,Low,Positive,six
1021,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/south1.sph,Low,Positive,south
1022,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/south2.sph,Low,Positive,south
1023,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/south3.sph,Low,Positive,south
1024,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/stand1.sph,Low,Positive,stand
1025,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/stand2.sph,Low,Positive,stand
1026,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/stand3.sph,Low,Positive,stand
1027,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/steer1.sph,Low,Positive,steer
1028,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/steer2.sph,Low,Positive,steer
1029,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/steer3.sph,Low,Positive,steer
1030,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/strafe1.sph,Low,Positive,strafe
1031,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/strafe2.sph,Low,Positive,strafe
1032,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/strafe3.sph,Low,Positive,strafe
1033,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/ten1.sph,Low,Positive,ten
1034,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/ten2.sph,Low,Positive,ten
1035,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/ten3.sph,Low,Positive,ten
1036,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/thirty1.sph,Low,Positive,thirty
1037,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/thirty2.sph,Low,Positive,thirty
1038,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/thirty3.sph,Low,Positive,thirty
1039,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/three1.sph,Low,Positive,three
1040,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/three2.sph,Low,Positive,three
1041,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/three3.sph,Low,Positive,three
1042,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/white1.sph,Low,Positive,white
1043,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/white2.sph,Low,Positive,white
1044,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/white3.sph,Low,Positive,white
1045,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/wide1.sph,Low,Positive,wide
1046,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/wide2.sph,Low,Positive,wide
1047,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/wide3.sph,Low,Positive,wide
1048,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/zero1.sph,Low,Positive,zero
1049,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/zero2.sph,Low,Positive,zero
1050,/project/graziul/data/corpora/susas/speech/actual/roller/f2/neutral/zero3.sph,Low,Positive,zero
1051,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scre_oov_all/all1.sph,High,Negative,all
1052,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scre_oov_all/all2.sph,High,Negative,all
1053,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scre_oov_all/silence1.sph,High,Negative,silence
1054,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scre_oov_all/silence2.sph,High,Negative,silence
1055,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scre_oov_all/silence3.sph,High,Negative,silence
1056,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scre_oov_all/silence4.sph,High,Negative,silence
1057,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scre_oov_all/top1.sph,High,Negative,top
1058,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scre_oov_all/top10.sph,High,Negative,top1
1059,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scre_oov_all/top2.sph,High,Negative,top
1060,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scre_oov_all/top3.sph,High,Negative,top
1061,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scre_oov_all/top4.sph,High,Negative,top
1062,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scre_oov_all/top5.sph,High,Negative,top
1063,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scre_oov_all/top6.sph,High,Negative,top
1064,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scre_oov_all/top7.sph,High,Negative,top
1065,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scre_oov_all/top8.sph,High,Negative,top
1066,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scre_oov_all/top9.sph,High,Negative,top
1067,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scream/break1.sph,High,Negative,break
1068,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scream/break2.sph,High,Negative,break
1069,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scream/change1.sph,High,Negative,change
1070,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scream/change2.sph,High,Negative,change
1071,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scream/degree1.sph,High,Negative,degree
1072,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scream/degree2.sph,High,Negative,degree
1073,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scream/destin1.sph,High,Negative,destin
1074,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scream/destin2.sph,High,Negative,destin
1075,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scream/east1.sph,High,Negative,east
1076,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scream/east2.sph,High,Negative,east
1077,/project/graziul/data/corpora/susas/speech/actual/roller/f2/scream/eight1.sph,High,Negative,eight
